time	V(vout)
Step Information: Run=0  (Run: 1/65)
1.613161717386468e+000	3.297890e+000
1.613352452249749e+000	3.297807e+000
1.613447819681390e+000	3.297717e+000
1.613495503397210e+000	3.297627e+000
1.613519345255120e+000	3.297544e+000
1.613528881998284e+000	3.297463e+000
1.613547955484612e+000	3.297189e+000
1.613550671294052e+000	3.297090e+000
1.613556102912931e+000	3.296722e+000
1.613557003482445e+000	3.296590e+000
1.613558804621473e+000	3.296137e+000
1.613559254906230e+000	3.295915e+000
1.613560155475744e+000	3.295197e+000
1.613560286393739e+000	3.295020e+000
1.613560548229728e+000	3.294507e+000
1.613560613688725e+000	3.294337e+000
1.613560744606720e+000	3.293821e+000
1.613560969580588e+000	3.292590e+000
1.613561001075235e+000	3.292321e+000
1.613561064064530e+000	3.291515e+000
1.613561143123911e+000	3.289965e+000
1.613561218859786e+000	3.287419e+000
1.613561260762815e+000	3.284886e+000
1.613561287674622e+000	3.282075e+000
1.613561308735263e+000	3.278431e+000
1.613561328101140e+000	3.272826e+000
1.613561345040947e+000	3.264318e+000
1.613561359697522e+000	3.251170e+000
1.613561373004284e+000	3.229212e+000
1.613561388023528e+000	3.186891e+000
1.613561401765805e+000	3.127238e+000
1.613561423732231e+000	3.003259e+000
1.613561445969737e+000	2.862494e+000
1.613561470194630e+000	2.701383e+000
1.613561512273220e+000	2.416284e+000
1.613561595925996e+000	1.845396e+000
1.613561763231548e+000	7.071418e-001
1.613561829855690e+000	2.726087e-001
1.613561865440344e+000	7.266840e-002
1.613561877360379e+000	2.909219e-002
1.613561885028022e+000	1.575037e-002
1.613561888711076e+000	1.253813e-002
1.613561893944693e+000	9.813493e-003
1.613561897875574e+000	8.390274e-003
1.613561902402109e+000	7.250730e-003
1.613561907508203e+000	6.322943e-003
1.613561913428199e+000	5.557121e-003
1.613561921277474e+000	4.845953e-003
1.613561930013442e+000	4.303766e-003
1.613561943063707e+000	3.766071e-003
1.613561957179526e+000	3.387695e-003
1.613561980414056e+000	2.999933e-003
1.613562004915076e+000	2.751047e-003
1.613562053917115e+000	2.468989e-003
1.613562103897211e+000	2.306065e-003
1.613562203857403e+000	2.145013e-003
1.613562359430597e+000	2.024554e-003
1.613562670576984e+000	1.928911e-003
1.613563292869760e+000	1.861297e-003
1.613564537455312e+000	1.821202e-003
1.613567026626414e+000	1.801293e-003
1.613572004968620e+000	1.793856e-003
1.613581961653032e+000	1.792146e-003
1.643073933202864e+000	1.790957e-003
1.672370808202864e+000	1.789237e-003
1.701667683202864e+000	1.787738e-003
1.730964558202864e+000	1.786432e-003
1.760261433202864e+000	1.785295e-003
1.789558308202864e+000	1.784305e-003
1.818855183202864e+000	1.783443e-003
1.848152058202864e+000	1.782691e-003
1.877448933202864e+000	1.782038e-003
1.906745808202864e+000	1.781470e-003
1.936042683202864e+000	1.780987e-003
1.965339558202864e+000	1.780614e-003
1.994636433202864e+000	1.780450e-003
2.023933308202864e+000	1.780770e-003
2.053230183202864e+000	1.782220e-003
2.082527058202864e+000	1.786316e-003
2.111823933202864e+000	1.798022e-003
2.136237995702864e+000	1.843899e-003
2.141120808202864e+000	1.872932e-003
2.141731159765364e+000	1.881991e-003
2.142951862890364e+000	1.926421e-003
2.145469563085677e+000	2.086786e-003
2.145660297948958e+000	2.150764e-003
2.145755665380599e+000	2.205237e-003
2.145793812353255e+000	2.244684e-003
2.145870106298567e+000	2.363971e-003
2.145893948156477e+000	2.432154e-003
2.145903484899641e+000	2.489889e-003
2.145922558385970e+000	2.671427e-003
2.145927326757552e+000	2.820257e-003
2.145936863500716e+000	3.413256e-003
2.145937459277552e+000	3.506261e-003
2.145938650831224e+000	3.825070e-003
2.145938948719642e+000	3.944343e-003
2.145939544496478e+000	4.271595e-003
2.145939693440687e+000	4.381982e-003
2.145939991329105e+000	4.752458e-003
2.145940587105942e+000	5.852103e-003
2.145940655415449e+000	6.069399e-003
2.145940792034464e+000	6.757862e-003
2.145940911803738e+000	7.570874e-003
2.145940941746056e+000	7.861327e-003
2.145941001630693e+000	8.692087e-003
2.145941078052948e+000	1.029614e-002
2.145941141664497e+000	1.251874e-002
2.145941181134924e+000	1.486492e-002
2.145941207174576e+000	1.745285e-002
2.145941229722551e+000	2.109703e-002
2.145941248539961e+000	2.609615e-002
2.145941264810602e+000	3.339945e-002
2.145941279156252e+000	4.454380e-002
2.145941292421922e+000	6.273898e-002
2.145941305933288e+000	9.466187e-002
2.145941320134941e+000	1.478715e-001
2.145941337601675e+000	2.375370e-001
2.145941356881266e+000	3.547407e-001
2.145941379815699e+000	5.046477e-001
2.145941408548385e+000	6.976736e-001
2.145941466013757e+000	1.088792e+000
2.145941580145513e+000	1.869646e+000
2.145941608678451e+000	2.064835e+000
2.145941665744329e+000	2.450223e+000
2.145941767620974e+000	3.101269e+000
2.145941799461561e+000	3.271016e+000
2.145941799632126e+000	3.271668e+000
2.145941799973256e+000	3.272590e+000
2.145941800655517e+000	3.274039e+000
2.145941801600983e+000	3.275786e+000
2.145941802581011e+000	3.277413e+000
2.145941804541067e+000	3.280139e+000
2.145941808461179e+000	3.284338e+000
2.145941813059076e+000	3.287828e+000
2.145941817895923e+000	3.290277e+000
2.145941822715385e+000	3.291894e+000
2.145941828598623e+000	3.293206e+000
2.145941835404002e+000	3.294219e+000
2.145941844179369e+000	3.295072e+000
2.145941854879826e+000	3.295740e+000
2.145941869179510e+000	3.296299e+000
2.145941887300223e+000	3.296734e+000
2.145941912538945e+000	3.297094e+000
2.145941945977401e+000	3.297371e+000
2.145941994592490e+000	3.297596e+000
2.145942062127787e+000	3.297766e+000
2.145942165264067e+000	3.297900e+000
2.145942316154560e+000	3.297999e+000
2.145942560562232e+000	3.298074e+000
2.145942939537403e+000	3.298126e+000
2.145944694038383e+000	3.298186e+000
2.145946853153877e+000	3.298199e+000
2.145951171384864e+000	3.298206e+000
2.145959807846837e+000	3.298208e+000
2.154786271984012e+000	3.298208e+000
2.164551896984012e+000	3.298208e+000
2.174317521984012e+000	3.298209e+000
2.188965959484012e+000	3.298210e+000
2.203614396984012e+000	3.298211e+000
2.223145646984012e+000	3.298212e+000
2.247559709484012e+000	3.298213e+000
2.271973771984012e+000	3.298214e+000
2.301270646984012e+000	3.298215e+000
2.335450334484012e+000	3.298216e+000
2.374512834484012e+000	3.298217e+000
2.413575334484012e+000	3.298218e+000
2.452637834484012e+000	3.298219e+000
2.496583146984012e+000	3.298219e+000
2.540528459484012e+000	3.298219e+000
2.589356584484012e+000	3.298217e+000
2.628419084484012e+000	3.298210e+000
2.657715959484012e+000	3.298188e+000
2.667481584484012e+000	3.298162e+000
2.672364396984012e+000	3.298109e+000
2.677247209484012e+000	3.297476e+000
2.677857561046512e+000	3.296952e+000
2.677876634532840e+000	3.297066e+000
2.677914781505496e+000	3.297454e+000
2.677991075450809e+000	3.297758e+000
2.678132462419110e+000	3.297806e+000
2.678226841340757e+000	3.297702e+000
2.678260548098488e+000	3.297635e+000
2.678274030801580e+000	3.297582e+000
2.678300996207765e+000	3.297418e+000
2.678309422897198e+000	3.297321e+000
2.678312793572971e+000	3.297240e+000
2.678319534924517e+000	3.297007e+000
2.678320919143650e+000	3.296917e+000
2.678323687581916e+000	3.296631e+000
2.678324379691483e+000	3.296507e+000
2.678325763910616e+000	3.296128e+000
2.678326109965399e+000	3.295971e+000
2.678326802074965e+000	3.295507e+000
2.678326975102357e+000	3.295331e+000
2.678327321157140e+000	3.294838e+000
2.678327407670836e+000	3.294667e+000
2.678327580698227e+000	3.294144e+000
2.678327831040751e+000	3.293082e+000
2.678327871288842e+000	3.292813e+000
2.678327951785023e+000	3.292001e+000
2.678328042422556e+000	3.290593e+000
2.678328123465079e+000	3.288460e+000
2.678328168806961e+000	3.286381e+000
2.678328198073075e+000	3.284058e+000
2.678328227000453e+000	3.280196e+000
2.678328249948808e+000	3.274850e+000
2.678328268707800e+000	3.266972e+000
2.678328284081876e+000	3.255256e+000
2.678328297586400e+000	3.236621e+000
2.678328310913652e+000	3.204540e+000
2.678328325083854e+000	3.150441e+000
2.678328342135833e+000	3.061985e+000
2.678328360961400e+000	2.947318e+000
2.678328382670486e+000	2.805513e+000
2.678328413330131e+000	2.599555e+000
2.678328470466766e+000	2.210730e+000
2.678328584740036e+000	1.428814e+000
2.678328613308353e+000	1.233324e+000
2.678328670444988e+000	8.495833e-001
2.678328784718258e+000	1.043853e-001
2.678328787947529e+000	8.644392e-002
2.678328794406072e+000	5.909794e-002
2.678328801796720e+000	3.604242e-002
2.678328810656951e+000	1.831553e-002
2.678328813663820e+000	1.472875e-002
2.678328817491671e+000	1.203571e-002
2.678328822055916e+000	9.755454e-003
2.678328826115925e+000	8.338893e-003
2.678328831223956e+000	7.103014e-003
2.678328837136827e+000	6.103435e-003
2.678328844191096e+000	5.291996e-003
2.678328853842829e+000	4.550688e-003
2.678328864762726e+000	4.005979e-003
2.678328881716561e+000	3.474879e-003
2.678328899925462e+000	3.123774e-003
2.678328931957038e+000	2.762033e-003
2.678328965181137e+000	2.544214e-003
2.678329031629336e+000	2.309387e-003
2.678329098431096e+000	2.179438e-003
2.678329232034615e+000	2.053461e-003
2.678329431142207e+000	1.963396e-003
2.678329829357390e+000	1.891792e-003
2.678330625787756e+000	1.841045e-003
2.678332218648488e+000	1.811342e-003
2.678335404369951e+000	1.797050e-003
2.678341775812879e+000	1.791918e-003
2.704384640485107e+000	1.791177e-003
2.733681515485107e+000	1.789428e-003
2.762978390485107e+000	1.787905e-003
2.782509640485107e+000	1.787000e-003
2.811806515485107e+000	1.785790e-003
2.841103390485107e+000	1.784736e-003
2.870400265485107e+000	1.783818e-003
2.899697140485107e+000	1.783018e-003
2.928994015485107e+000	1.782322e-003
2.958290890485107e+000	1.781716e-003
2.987587765485107e+000	1.781194e-003
3.016884640485107e+000	1.780765e-003
3.046181515485107e+000	1.780487e-003
3.075478390485107e+000	1.780537e-003
3.104775265485107e+000	1.781360e-003
3.134072140485107e+000	1.783973e-003
3.163369015485107e+000	1.791084e-003
3.192665890485107e+000	1.816544e-003
3.202431515485107e+000	1.853634e-003
3.207314327985107e+000	1.896825e-003
3.207924679547607e+000	1.912259e-003
3.209216908246337e+000	1.964386e-003
3.209750965863525e+000	2.017412e-003
3.210361317426025e+000	2.143210e-003
3.210513905316650e+000	2.205684e-003
3.210630730420410e+000	2.338271e-003
3.210668877393066e+000	2.462133e-003
3.210678414136230e+000	2.547925e-003
3.210697487622558e+000	2.835529e-003
3.210699585757377e+000	2.908987e-003
3.210703782027014e+000	3.164475e-003
3.210704831094424e+000	3.281355e-003
3.210706929229243e+000	3.657988e-003
3.210707453762947e+000	3.832979e-003
3.210708502830357e+000	4.391433e-003
3.210708729734984e+000	4.601417e-003
3.210709183544239e+000	5.243734e-003
3.210709296996553e+000	5.497143e-003
3.210709523901181e+000	6.220209e-003
3.210709580627338e+000	6.478268e-003
3.210709694079652e+000	7.228164e-003
3.210709797200458e+000	8.143349e-003
3.210709822980660e+000	8.470617e-003
3.210709874541063e+000	9.406011e-003
3.210709938827391e+000	1.116807e-002
3.210709993558398e+000	1.366944e-002
3.210710028768423e+000	1.643487e-002
3.210710052948777e+000	1.962934e-002
3.210710072157259e+000	2.379706e-002
3.210710088862191e+000	2.978393e-002
3.210710103775538e+000	3.884154e-002
3.210710117383711e+000	5.324448e-002
3.210710130566039e+000	7.793295e-002
3.210710145103618e+000	1.229677e-001
3.210710159901892e+000	1.903296e-001
3.210710179571787e+000	3.034052e-001
3.210710202413062e+000	4.493959e-001
3.210710227439228e+000	6.162240e-001
3.210710269703130e+000	9.027731e-001
3.210710354230934e+000	1.479698e+000
3.210710523286543e+000	2.628307e+000
3.210710589586910e+000	3.055673e+000
3.210710624156659e+000	3.241268e+000
3.210710634759696e+000	3.274232e+000
3.210710645129257e+000	3.287218e+000
3.210710649377173e+000	3.290318e+000
3.210710652725771e+000	3.291764e+000
3.210710655258774e+000	3.292439e+000
3.210710658045116e+000	3.293033e+000
3.210710662328859e+000	3.293757e+000
3.210710666752739e+000	3.294331e+000
3.210710674252881e+000	3.295043e+000
3.210710682031530e+000	3.295566e+000
3.210710694705139e+000	3.296135e+000
3.210710708095830e+000	3.296530e+000
3.210710730417607e+000	3.296939e+000
3.210710753913693e+000	3.297201e+000
3.210710800905863e+000	3.297500e+000
3.210710845284081e+000	3.297662e+000
3.210710934040516e+000	3.297827e+000
3.210711066067153e+000	3.297949e+000
3.210711330120428e+000	3.298051e+000
3.210711858226978e+000	3.298126e+000
3.210712914440078e+000	3.298172e+000
3.210715026866278e+000	3.298195e+000
3.210719251718678e+000	3.298205e+000
3.210727701423478e+000	3.298208e+000
3.219363299728913e+000	3.298208e+000
3.229128924728913e+000	3.298208e+000
3.238894549728913e+000	3.298209e+000
3.253542987228913e+000	3.298210e+000
3.268191424728913e+000	3.298211e+000
3.287722674728913e+000	3.298212e+000
3.307253924728913e+000	3.298213e+000
3.331667987228913e+000	3.298214e+000
3.360964862228913e+000	3.298215e+000
3.395144549728913e+000	3.298216e+000
3.429324237228913e+000	3.298217e+000
3.468386737228913e+000	3.298218e+000
3.507449237228913e+000	3.298218e+000
3.551394549728913e+000	3.298219e+000
3.595339862228913e+000	3.298220e+000
3.644167987228913e+000	3.298218e+000
3.683230487228913e+000	3.298213e+000
3.717410174728913e+000	3.298195e+000
3.736941424728913e+000	3.298115e+000
3.741824237228913e+000	3.298015e+000
3.742053119064850e+000	3.297999e+000
3.742358294846100e+000	3.297935e+000
3.742968646408600e+000	3.297709e+000
3.743025866867585e+000	3.297610e+000
3.743054477097077e+000	3.297487e+000
3.743068782211823e+000	3.297349e+000
3.743077126862092e+000	3.297179e+000
3.743079511047883e+000	3.297076e+000
3.743084279419465e+000	3.296754e+000
3.743085437876113e+000	3.296570e+000
3.743087754789410e+000	3.295925e+000
3.743087970845522e+000	3.295809e+000
3.743088402957745e+000	3.295425e+000
3.743088813448627e+000	3.294930e+000
3.743088915550709e+000	3.294742e+000
3.743089119754874e+000	3.294190e+000
3.743089308457239e+000	3.293493e+000
3.743089355632830e+000	3.293236e+000
3.743089449984013e+000	3.292484e+000
3.743089559676572e+000	3.291174e+000
3.743089633948301e+000	3.289864e+000
3.743089645722668e+000	3.289563e+000
3.743089669271403e+000	3.288723e+000
3.743089716368871e+000	3.286205e+000
3.743089762816420e+000	3.281798e+000
3.743089792988144e+000	3.276137e+000
3.743089813971805e+000	3.268434e+000
3.743089829891115e+000	3.257500e+000
3.743089843469928e+000	3.240529e+000
3.743089856592750e+000	3.211563e+000
3.743089870888668e+000	3.160673e+000
3.743089886626866e+000	3.082541e+000
3.743089905081530e+000	2.972387e+000
3.743089926430491e+000	2.834191e+000
3.743089954139986e+000	2.648762e+000
3.743090004572693e+000	2.306158e+000
3.743090103949007e+000	1.629426e+000
3.743090302701635e+000	3.315835e-001
3.743090361068124e+000	1.546933e-002
3.743090361150964e+000	1.521226e-002
3.743090361316645e+000	1.497935e-002
3.743090361648005e+000	1.463893e-002
3.743090362237635e+000	1.414090e-002
3.743090364064553e+000	1.282706e-002
3.743090366500444e+000	1.143679e-002
3.743090371372225e+000	9.345104e-003
3.743090376940153e+000	7.664550e-003
3.743090382756582e+000	6.499663e-003
3.743090390233362e+000	5.515840e-003
3.743090399476120e+000	4.721231e-003
3.743090411094651e+000	4.085616e-003
3.743090426313082e+000	3.567158e-003
3.743090446278543e+000	3.153569e-003
3.743090473476351e+000	2.820575e-003
3.743090510742308e+000	2.558520e-003
3.743090563844969e+000	2.351223e-003
3.743090640135995e+000	2.191609e-003
3.743090754439302e+000	2.068755e-003
3.743090927668994e+000	1.977267e-003
3.743091202901426e+000	1.909704e-003
3.743091646911984e+000	1.862148e-003
3.743093719585471e+000	1.809344e-003
3.743096183601538e+000	1.798157e-003
3.743100894273111e+000	1.793600e-003
3.743129158302550e+000	1.792711e-003
3.772270178311969e+000	1.790983e-003
3.801567053311969e+000	1.789260e-003
3.830863928311969e+000	1.787759e-003
3.860160803311969e+000	1.786451e-003
3.889457678311969e+000	1.785312e-003
3.918754553311969e+000	1.784320e-003
3.948051428311969e+000	1.783457e-003
3.977348303311969e+000	1.782704e-003
4.006645178311969e+000	1.782049e-003
4.035942053311969e+000	1.781481e-003
4.065238928311969e+000	1.780997e-003
4.094535803311969e+000	1.780622e-003
4.123832678311969e+000	1.780454e-003
4.153129553311969e+000	1.780767e-003
4.182426428311969e+000	1.782199e-003
4.211723303311969e+000	1.786252e-003
4.241020178311969e+000	1.797788e-003
4.265434240811969e+000	1.842220e-003
4.270927404874469e+000	1.879564e-003
4.272148107999469e+000	1.912490e-003
4.274665808194781e+000	2.026090e-003
4.275123571866656e+000	2.128427e-003
4.275199865811969e+000	2.164170e-003
4.275352453702594e+000	2.289029e-003
4.275400137418414e+000	2.366700e-003
4.275423979276324e+000	2.443459e-003
4.275433516019488e+000	2.508136e-003
4.275452589505816e+000	2.724641e-003
4.275458549970294e+000	2.865789e-003
4.275460934156085e+000	3.008026e-003
4.275465702527667e+000	3.474507e-003
4.275466472991658e+000	3.658156e-003
4.275468013919641e+000	4.299523e-003
4.275468216409339e+000	4.449133e-003
4.275468621388734e+000	4.896402e-003
4.275468722633583e+000	5.050950e-003
4.275468925123281e+000	5.520130e-003
4.275469202557920e+000	6.412711e-003
4.275469252023973e+000	6.655471e-003
4.275469350956078e+000	7.384837e-003
4.275469456560323e+000	8.525442e-003
4.275469527392387e+000	9.727780e-003
4.275469579505054e+000	1.114471e-002
4.275469622337306e+000	1.299498e-002
4.275469655728243e+000	1.527795e-002
4.275469681195505e+000	1.805831e-002
4.275469702532706e+000	2.181827e-002
4.275469720825229e+000	2.712602e-002
4.275469736709352e+000	3.492992e-002
4.275469750824619e+000	4.697572e-002
4.275469764020041e+000	6.735918e-002
4.275469779216994e+000	1.074088e-001
4.275469792994776e+000	1.640783e-001
4.275469813616942e+000	2.770737e-001
4.275469836339244e+000	4.194933e-001
4.275469860068714e+000	5.767368e-001
4.275469896154543e+000	8.207340e-001
4.275469968326200e+000	1.313164e+000
4.275470112669514e+000	2.299697e+000
4.275470148081226e+000	2.539226e+000
4.275470218904649e+000	3.005547e+000
4.275470249293636e+000	3.186083e+000
4.275470264288806e+000	3.253241e+000
4.275470271871930e+000	3.274121e+000
4.275470277302705e+000	3.283016e+000
4.275470281422159e+000	3.287182e+000
4.275470284864453e+000	3.289261e+000
4.275470288079115e+000	3.290667e+000
4.275470291421017e+000	3.291768e+000
4.275470294805971e+000	3.292629e+000
4.275470298299561e+000	3.293321e+000
4.275470303037527e+000	3.294046e+000
4.275470307426662e+000	3.294564e+000
4.275470313937592e+000	3.295139e+000
4.275470320570365e+000	3.295575e+000
4.275470330824333e+000	3.296056e+000
4.275470341309194e+000	3.296402e+000
4.275470358182361e+000	3.296777e+000
4.275470375824483e+000	3.297033e+000
4.275470411108726e+000	3.297344e+000
4.275470448568554e+000	3.297540e+000
4.275470523488210e+000	3.297742e+000
4.275470637406304e+000	3.297894e+000
4.275470865242494e+000	3.298017e+000
4.275471320914873e+000	3.298107e+000
4.275474054949149e+000	3.298192e+000
4.275477700328183e+000	3.298204e+000
4.275484991086252e+000	3.298208e+000
4.282936145832258e+000	3.298208e+000
4.292701770832258e+000	3.298208e+000
4.302467395832258e+000	3.298209e+000
4.317115833332258e+000	3.298210e+000
4.331764270832258e+000	3.298211e+000
4.351295520832258e+000	3.298212e+000
4.370826770832258e+000	3.298213e+000
4.395240833332258e+000	3.298214e+000
4.424537708332258e+000	3.298215e+000
4.458717395832258e+000	3.298216e+000
4.492897083332258e+000	3.298217e+000
4.531959583332258e+000	3.298218e+000
4.571022083332258e+000	3.298218e+000
4.614967395832258e+000	3.298219e+000
4.658912708332258e+000	3.298219e+000
4.707740833332258e+000	3.298218e+000
4.746803333332258e+000	3.298213e+000
4.780983020832258e+000	3.298196e+000
4.800514270832258e+000	3.298137e+000
4.805397083332258e+000	3.298072e+000
4.806007434894758e+000	3.298044e+000
4.807228138019758e+000	3.297944e+000
4.807533313801008e+000	3.297865e+000
4.807609607746320e+000	3.297817e+000
4.807762195636945e+000	3.297638e+000
4.807800342609601e+000	3.297531e+000
4.807809879352766e+000	3.297458e+000
4.807828952839094e+000	3.297193e+000
4.807832012795697e+000	3.297068e+000
4.807838132708904e+000	3.296593e+000
4.807838708429228e+000	3.296500e+000
4.807839859869877e+000	3.296205e+000
4.807840147730039e+000	3.296099e+000
4.807840723450364e+000	3.295774e+000
4.807841350536764e+000	3.295260e+000
4.807841507308364e+000	3.295045e+000
4.807841820851564e+000	3.294430e+000
4.807841899237364e+000	3.294209e+000
4.807842056008965e+000	3.293565e+000
4.807842191114519e+000	3.292815e+000
4.807842224890908e+000	3.292547e+000
4.807842292443684e+000	3.291772e+000
4.807842384841560e+000	3.290131e+000
4.807842460337665e+000	3.287822e+000
4.807842502392498e+000	3.285542e+000
4.807842529556901e+000	3.282984e+000
4.807842555858652e+000	3.278811e+000
4.807842577082063e+000	3.272950e+000
4.807842594682425e+000	3.264217e+000
4.807842609397001e+000	3.251000e+000
4.807842622665559e+000	3.228986e+000
4.807842637745607e+000	3.186288e+000
4.807842651487302e+000	3.126420e+000
4.807842673645850e+000	3.001110e+000
4.807842695666000e+000	2.861627e+000
4.807842720124508e+000	2.698907e+000
4.807842762388443e+000	2.412519e+000
4.807842846625392e+000	1.837648e+000
4.807843015099289e+000	6.918652e-001
4.807843081451773e+000	2.608784e-001
4.807843116670561e+000	6.612460e-002
4.807843127945317e+000	2.730942e-002
4.807843136722910e+000	1.394627e-002
4.807843140071022e+000	1.141878e-002
4.807843145123734e+000	9.172126e-003
4.807843148813731e+000	7.992233e-003
4.807843153294174e+000	6.970140e-003
4.807843158244030e+000	6.140059e-003
4.807843163936344e+000	5.448729e-003
4.807843171642332e+000	4.782022e-003
4.807843180093294e+000	4.272977e-003
4.807843192855379e+000	3.755659e-003
4.807843206546054e+000	3.389569e-003
4.807843229043047e+000	3.010253e-003
4.807843252707705e+000	2.764525e-003
4.807843300037020e+000	2.483991e-003
4.807843350588326e+000	2.314581e-003
4.807843451690937e+000	2.148462e-003
4.807843611964929e+000	2.024079e-003
4.807843932512912e+000	1.927058e-003
4.807844573608879e+000	1.859589e-003
4.807845855800812e+000	1.820146e-003
4.807848420184679e+000	1.800807e-003
4.807853548952413e+000	1.793748e-003
4.807863806487880e+000	1.792197e-003
4.837509212076338e+000	1.790946e-003
4.866806087076338e+000	1.789226e-003
4.896102962076338e+000	1.787729e-003
4.925399837076338e+000	1.786424e-003
4.954696712076338e+000	1.785288e-003
4.983993587076338e+000	1.784299e-003
4.998642024576338e+000	1.783854e-003
5.000000000000000e+000	1.783835e-003
Step Information: Run=10  (Run: 11/65)
0.000000000000000e+000	0.000000e+000
9.999999717180685e-010	8.245493e-005
1.999999943436137e-009	1.648112e-004
1.599999954748910e-008	1.308948e-003
3.199999909497819e-008	2.692965e-003
5.772838026532298e-008	5.382904e-003
8.702468429072338e-008	9.559292e-003
1.134044369163565e-007	1.466187e-002
1.403510936100016e-007	2.077769e-002
1.568972731049366e-007	2.443791e-002
1.786808223828020e-007	2.872342e-002
2.069837736011703e-007	3.379229e-002
2.333927482633633e-007	3.829319e-002
2.730291794678229e-007	4.491279e-002
3.218054771386419e-007	5.299968e-002
4.193580724802799e-007	6.911606e-002
5.565606870280175e-007	9.175752e-002
1.379776374314443e-006	2.275310e-001
2.477397290696344e-006	4.085453e-001
4.672639123460144e-006	7.705691e-001
9.063122788987746e-006	1.494614e+000
1.784409012004295e-005	2.942700e+000
2.000000000000000e-005	3.298234e+000
2.008910528444074e-005	3.298235e+000
2.026731585332221e-005	3.298235e+000
1.479811874992609e-003	3.298236e+000
2.939712855269658e-003	3.298236e+000
5.859514815823756e-003	3.298236e+000
1.074232731582376e-002	3.298236e+000
1.562513981582376e-002	3.298237e+000
2.050795231582376e-002	3.298237e+000
3.027357731582376e-002	3.298238e+000
4.003920231582375e-002	3.298239e+000
5.468763981582375e-002	3.298240e+000
6.933607731582375e-002	3.298241e+000
8.398451481582375e-002	3.298241e+000
1.035157648158238e-001	3.298242e+000
1.279298273158238e-001	3.298244e+000
1.523438898158238e-001	3.298245e+000
1.816407648158238e-001	3.298246e+000
2.158204523158238e-001	3.298247e+000
2.500001398158238e-001	3.298248e+000
2.841798273158238e-001	3.298248e+000
3.232423273158238e-001	3.298249e+000
3.623048273158238e-001	3.298249e+000
4.062501398158238e-001	3.298248e+000
4.404298273158238e-001	3.298244e+000
4.697267023158238e-001	3.298231e+000
4.892579523158238e-001	3.298196e+000
4.941407648158238e-001	3.298145e+000
4.990235773158238e-001	3.298000e+000
4.996911493373081e-001	3.297915e+000
4.997674432826206e-001	3.297875e+000
4.999200311732456e-001	3.297740e+000
4.999677148890659e-001	3.297647e+000
4.999915567469761e-001	3.297545e+000
5.000034776759312e-001	3.297450e+000
5.000082460475133e-001	3.297372e+000
5.000177827906773e-001	3.297130e+000
5.000201669764683e-001	3.296962e+000
5.000249353480504e-001	3.296312e+000
5.000254389609669e-001	3.296139e+000
5.000264461867998e-001	3.295531e+000
5.000266182389223e-001	3.295355e+000
5.000269860796511e-001	3.294815e+000
5.000271284985548e-001	3.294459e+000
5.000273183904265e-001	3.293830e+000
5.000273658633944e-001	3.293616e+000
5.000274608093301e-001	3.292986e+000
5.000276017616728e-001	3.291573e+000
5.000276849001395e-001	3.290310e+000
5.000276968327259e-001	3.290042e+000
5.000277206978986e-001	3.289301e+000
5.000277684282442e-001	3.287150e+000
5.000278157908369e-001	3.283488e+000
5.000278484822993e-001	3.278656e+000
5.000278714616243e-001	3.272116e+000
5.000278887188285e-001	3.262944e+000
5.000279029768469e-001	3.249126e+000
5.000279160368190e-001	3.225998e+000
5.000279308639974e-001	3.181802e+000
5.000279447899118e-001	3.119567e+000
5.000279649831984e-001	3.004367e+000
5.000279868059437e-001	2.865702e+000
5.000280110667070e-001	2.704304e+000
5.000280535473843e-001	2.416444e+000
5.000281368585162e-001	1.847806e+000
5.000283034807800e-001	7.138589e-001
5.000283703373240e-001	2.769853e-001
5.000284060183212e-001	7.521950e-002
5.000284182277778e-001	2.958685e-002
5.000284255432516e-001	1.626838e-002
5.000284293324450e-001	1.281107e-002
5.000284346262603e-001	9.920279e-003
5.000284385710054e-001	8.437061e-003
5.000284430611529e-001	7.271330e-003
5.000284481323980e-001	6.324907e-003
5.000284540286168e-001	5.544070e-003
5.000284618204174e-001	4.823775e-003
5.000284705187862e-001	4.274921e-003
5.000284834980536e-001	3.733043e-003
5.000284975603319e-001	3.352462e-003
5.000285207381399e-001	2.963329e-003
5.000285451888162e-001	2.714308e-003
5.000285940901691e-001	2.432532e-003
5.000286428613995e-001	2.273008e-003
5.000287404038601e-001	2.114468e-003
5.000288907335886e-001	1.995911e-003
5.000291913930456e-001	1.900855e-003
5.000297927119596e-001	1.833011e-003
5.000309953497875e-001	1.792421e-003
5.000334006254432e-001	1.772046e-003
5.000382111767548e-001	1.764258e-003
5.000478322793780e-001	1.762371e-003
5.244858446172102e-001	1.761392e-003
5.488999071172102e-001	1.759777e-003
5.733139696172102e-001	1.758356e-003
5.977280321172102e-001	1.757104e-003
6.221420946172102e-001	1.756002e-003
6.465561571172102e-001	1.755031e-003
6.709702196172102e-001	1.754177e-003
6.953842821172102e-001	1.753424e-003
7.197983446172102e-001	1.752762e-003
7.442124071172102e-001	1.752179e-003
7.686264696172102e-001	1.751668e-003
7.930405321172102e-001	1.751228e-003
8.174545946172102e-001	1.750879e-003
8.418686571172102e-001	1.750689e-003
8.662827196172102e-001	1.750838e-003
8.906967821172102e-001	1.751721e-003
9.151108446172102e-001	1.754174e-003
9.395249071172102e-001	1.760259e-003
9.639389696172102e-001	1.778278e-003
9.737045946172102e-001	1.801023e-003
